,year,month,text
203,1986,September,"September 28  The Democratic Progressive Party is founded. It was part of the Tangwai movement in the new generation to challenge Kuomintang in Taiwan's one-party politics, and is currently one of only two parties to win presidential elections in Taiwan."
204,1986,October,"October 1  U.S. President Ronald Reagan signs the GoldwaterNichols Act into law, making official the largest reorganization of the United States Department of Defense since the Air Force was made a separate branch of service in 1947."
205,1986,October,"October 3  TASCC, a superconducting cyclotron, officially opens at Chalk River Laboratories. A hybrid solar eclipse was visible off the coast of Iceland, and was the 53rd solar eclipse of Solar Saros 124."
206,1986,October,"October 9 United States District Court Judge Harry E. Claiborne becomes the fifth federal official to be removed from office through impeachment. News Corporation completes its acquisition of the Metromedia group of companies, thereby launching the Fox Broadcasting Company. The Phantom of the Opera, the longest running Broadway show in history, opens at Her Majesty's Theatre in London."
207,1986,October,"October 10  The 5.7 Mw San Salvador earthquake shook San Salvador, El Salvador with a maximum Mercalli intensity of IX (Violent). Up to 1,500 people were killed."
208,1986,October,"October 11  12  Cold War: Ronald Reagan and Soviet leader Mikhail Gorbachev meet in Reykjavk, Iceland, to continue discussions about scaling back their intermediate missile arsenals in Europe, which end in failure.[10]"
209,1986,October,"October 16  The International Olympic Committee chooses Albertville, France to be the host city of the 1992 Winter Olympics and Barcelona, Spain to be the host city of the 1992 Summer Olympics. The IOC also announces that the summer and winter games will separate with the winter games on every even, common year; and the summer games on every leap year starting from 1992.[11]"
210,1986,October,October 19  Mozambican President Samora Machel's plane crashes in South Africa.
211,1986,October,October 21  The Marshall Islands became an associated state under the Compact of Free Association.
212,1986,October,"October 22  In New York City, WNBC Radio's traffic helicopter crashes into the Hudson River, killing traffic reporter Jane Dornacker. The last words heard on-the-air are Dornacker's screams of terror, ""Hit the water! Hit the water! Hit the water!"""
213,1986,October,"October 26 Bus deregulation goes into effect in the United Kingdom, except Greater London and Northern Ireland. The state funeral of President Samora Machel of Mozambique takes place in Maputo."
214,1986,October,"October 27 The Big Bang in the London Stock Exchange abolishes fixed commission charges, paving the way for an electronic trading platform. The New York Mets won 4 games to 3 in the 1986 World Series against the Boston Red Sox."
215,1986,October,"October 29  British Prime Minister Margaret Thatcher officially opens the M25 Motorway, which encircles Greater London, in a ceremony on the carriageway near Potters Bar. It became Europe's second longest orbital road upon completion, and provides the first and only full bypass of London."
216,1986,November,"November 1 Queensland, Australia: Joh Bjelke-Petersen wins his final election as Premier of Queensland with 38.6% of the vote. He resigns on December 1, 1987, following revelations of his involvement with corruption released in the Fitzgerald Inquiry. Sandoz chemical spill: a major environmental disaster near Basel, Switzerland, pollutes the Rhine."
217,1986,November,"November 3 IranContra affair: The Lebanese magazine Ash-Shiraa reports that the United States has been selling weapons to Iran in secret, in order to secure the release of 7 American hostages held by pro-Iranian groups in Lebanon. The Northern Mariana Islands enter in a political union with the United States. The island's government adopted its own constitution in 1977, and the constitutional government took office in January 1978. The covenant was fully implemented November 3, 1986, pursuant to Presidential Proclamation no. 5564, which conferred United States citizenship on legally qualified island residents."
218,1986,November,November 6  45 people are killed in the 1986 British International Helicopters Chinook crash.
219,1986,November,November 18  Greater Manchester Police announce that they will search for the bodies of 2 missing children (who both vanished more than 20 years ago) after the Moors murderers Ian Brady and Myra Hindley confess to 2 more murders.
220,1986,November,"November 21  Iran-Contra Affair: National Security Council member Oliver North and his secretary, Fawn Hall, start shredding documents implicating them in selling weapons to Iran and channeling the proceeds to help fund the Contra rebels in Nicaragua."
221,1986,December,"December 7  A magnitude 5.7 earthquake destroys most of the Bulgarian town of Strajica, killing 2 people."
222,1986,December,"December 14  Rutan Voyager, an experimental aircraft designed by Burt Rutan and piloted by Dick Rutan and Jeana Yeager, begins its flight around the world from Edwards Air Force Base in the United States."
223,1986,December,"December 16  Jeltoqsan, mass anti-government protests, break out across the Kazakh SSR, resulting in the massacre of over 165 protesters."
224,1986,December,December 19  Soviet dissident Andrei Sakharov is permitted to return to Moscow after six years of internal exile.
225,1986,December,"December 20  Three African Americans are assaulted by a group of white teens in the Howard Beach neighborhood of Queens, New York. One of the victims, Michael Griffith, is run over and killed by a motorist while attempting to flee the attackers."
226,1986,December,"December 23  Rutan Voyager completes the first nonstop circumnavigation of the earth by air without refueling in 9 days, 3 minutes and 44 seconds."
227,1986,December,"December 31 Dupont Plaza Hotel arson: A hotel fire in San Juan, Puerto Rico, kills 97 and injures 140. Soviet submarine Krasnoyarsk (K-173) is commissioned."
228,1987,January,January 2  ChadianLibyan conflict  Battle of Fada: The Chadian army destroys a Libyan armoured brigade.[1]
229,1987,January,January 3  Aretha Franklin becomes the first woman inducted into the Rock and Roll Hall of Fame.
230,1987,January,"January 4  1987 Maryland train collision: An Amtrak train en route from Washington, D.C. to Boston collides with Conrail engines at Chase, Maryland, killing 16."
231,1987,January,"January 5  U.S. President Ronald Reagan undergoes prostate surgery, causing speculation about his physical fitness to continue in office."
232,1987,January,"January 8  The Dow Jones Industrial Average closes for the first time above 2,000, gaining 8.30 to close at 2,002.25."
233,1987,January,"January 13  New York mafiosi Anthony ""Fat Tony"" Salerno and Carmine Peruccia are sentenced to 100 years in prison for racketeering."
234,1987,January,January 14  Seoul National University student Park Jong-cheol dies during torture at the Security Investigation Office in Namyeong-dong.
235,1987,January,"January 15  Hu Yaobang, General Secretary of the Chinese Communist Party, is forced into retirement by political conservatives."
236,1987,January,"January 16  Len Febres Cordero, president of Ecuador, is kidnapped by followers of imprisoned general Frank Vargas, who successfully demand the latter's release."
237,1987,January,"January 20  Terry Waite, the special envoy of the Archbishop of Canterbury in Lebanon, is kidnapped in Beirut (released November 1991)."
238,1987,January,"January 22  Pennsylvania Treasurer Budd Dwyer shoots and kills himself with a revolver during a televised press conference after being found guilty on charges of bribery, fraud, conspiracy, and racketeering."
239,1987,January,January 28  The U.S. State Department invalidates US passports for travel to or through Lebanon due to security concerns. The ban was lifted in 1997.[2]
240,1987,January,January 29  William J. Casey ends his term as Director of the Central Intelligence Agency.
241,1987,January,January 31  The last Ohrbach's department store closes in New York City after 64 years of operation.
242,1987,February,February 11 British Airways is privatised and listed on the London Stock Exchange. The new Constitution of the Philippines goes into effect. This new constitution adds Spanish and Arabic as optional languages of the Philippines.
243,1987,February,"February 20  A second Unabomber bomb explodes at a Salt Lake City computer store, injuring the owner."
244,1987,February,"February 23  SN 1987A, the first ""naked-eye"" supernova since 1604, is observed."
245,1987,February,February 25  Beginning of the Phosphorite War protest movement in the Estonian SSR.
246,1987,February,February 26  IranContra affair: The Tower Commission rebukes U.S. President Ronald Reagan for not controlling his National Security Council staff.
247,1987,March,March 2  American Motors is acquired by the Chrysler Corporation.
248,1987,March,"March 3  Eazy-E's first song, Boyz-n-the-Hood, was released."
249,1987,March,"March 4  U.S. President Ronald Reagan addresses the American people on the IranContra affair, acknowledging that his overtures to Iran had ""deteriorated"" into an arms-for-hostages deal."
